60 second bins:
0,7981,330
1,24299,347
2,26286,346
3,27718,372
4,13716,373
Written 5

6 second bins:
0,94,21
1,231,30
2,243,30
3,254,30
4,265,30
5,250,30
6,425,112
7,1693,283
8,2237,310
9,2289,307
10,2370,312
11,2379,312
12,2427,320
13,2383,322
14,2462,310
15,2455,312
16,2360,308
17,2429,319
18,2521,321
19,2513,318
20,2619,319
21,2600,330
22,2488,333
23,2557,337
24,2621,338
25,2872,337
26,2682,338
27,2695,341
28,2554,342
29,2598,341
30,2684,342
31,2796,351
32,2731,355
33,2720,355
34,2773,359
35,2866,364
36,2810,366
37,2726,362
38,2830,364
39,2782,364
40,2901,366
41,2931,366
42,2842,367
43,2813,369
44,2018,361
45,211,95
Written 46

