0,75,9
1,87,10
2,69,9
3,90,9
4,75,9
5,73,9
6,72,9
7,728,93
8,1192,93
9,1610,93
10,1282,93
11,1528,93
12,1336,96
13,1629,96
14,1479,96
15,1044,105
16,1114,113
17,1208,109
18,1578,104
19,1202,94
20,1558,115
21,1329,106
22,1686,148
23,1433,140
24,1346,112
25,1517,131
26,1208,111
27,1686,116
28,1202,110
29,1519,110
30,1333,108
31,1529,110
32,1345,113
33,1407,112
34,1441,113
35,1450,112
36,1494,108
37,1421,109
38,1464,111
39,1393,113
40,1452,114
41,1514,117
42,1524,114
43,1302,114
44,1541,115
45,1302,112
46,1525,111
47,1420,115
48,1454,110
49,1416,108
50,1318,112
51,1462,113
52,1432,112
53,1485,111
54,1372,110
55,1525,114
56,1252,109
57,1449,113
58,1478,115
59,1414,110
60,1465,112
61,1396,118
62,1461,113
63,1305,109
64,1520,118
65,1531,113
66,1650,111
67,1509,113
68,1603,114
69,1610,115
70,1501,112
71,1540,111
72,1455,108
73,1477,119
74,1443,115
75,1445,113
76,1452,116
77,1359,110
78,1470,113
79,1445,114
80,1475,114
81,1459,111
82,744,110
83,357,94
